document_id,file_name,source_folder,file_type,tema_estrategico,linea_pmge,senal_regulatoria,tecnologias,bandas_frecuencia,paises_regiones,organizaciones,actores,tipo_evento_regulatorio,tipo_insumo_agenda,evidencia_breve,relevancia_score,relevancia_label,actividad_internacional_score,prioridad_score,justificacion_analitica
03cd3a824fec74cc68b3,CTSPLN20260049_Direct-to-device_satellite_services_in_terrestrial_IMT_bands.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Regulación y despliegue de servicios satelitales Direct-to-Device (D2D) en bandas IMT terrestres.,"[""D2D"", ""LEO"", ""LTE"", ""5G"", ""International Mobile Telecommunications (IMT)"", ""Mobile Satellite Services (MSS)"", ""Smartphones"", ""Supplemental Coverage from Space (SCS)"", ""Text-to-911""]","[""600 MHz"", ""700 MHz"", ""850 MHz"", ""AWS"", ""1800 MHz"", ""1900 MHz"", ""2.6 GHz""]","[""Costa Rica"", ""Colombia"", ""Chile"", ""Canada"", ""Argentina"", ""Brazil"", ""Dominican Republic"", ""Ecuador"", ""Paraguay"", ""Peru"", ""United States"", ""Americas"", ""Europe""]","[""Cullen International"", ""International Telecommunication Union (ITU)"", ""Subtel"", ""ANE"", ""MICITT"", ""Anatel"", ""ISED"", ""MTC"", ""FCC"", ""Entel"", ""Starlink"", ""Bell"", ""Telus"", ""AST Mobile"", ""Rogers"", ""Claro (América Móvil)"", ""Lynk"", ""Liberty"", ""T-Mobile""]","[""Reguladores"", ""Operadores móviles"", ""Operadores satelitales"", ""Organismos internacionales"", ""Industria satelital"", ""Fabricantes""]","[""Asignación de espectro"", ""Compartición de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: D2D, LEO, LTE, 5G; bandas: 600 MHz, 700 MHz, 850 MHz, AWS.",10,Alta,3,13,"El documento es de alta relevancia para la Agenda Regulatoria ANE 2027-2028 porque menciona explícitamente que ANE lanzó una consulta en mayo de 2026 sobre un documento técnico para habilitar la tecnología D2D y que ANE incluyó un estudio sobre la viabilidad técnica, regulatoria y económica de los servicios D2D-IMT en su plan maestro de gestión del espectro 2026-2030 y la agenda regulatoria 2026-2027. Esto indica que D2D es un tema prioritario y activo para ANE, y el análisis de Cullen International proporciona un benchmark internacional crucial sobre enfoques regulatorios, licenciamiento y experiencias comerciales que pueden informar directamente las decisiones de ANE."
235088242e899efc3196,CTSPLN20260050_Requirements_for_fixed_earth_stations_licensing.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Regulación y licenciamiento de estaciones terrenas fijas para servicios satelitales,"[""Satélites"", ""Estaciones terrenas fijas"", ""Servicios de comunicación satelital"", ""ESIMs (Earth Stations In Motion)"", ""NTN""]",[],"[""Argentina"", ""Brasil"", ""México"", ""Perú"", ""Colombia"", ""Ecuador"", ""Canadá"", ""Chile"", ""Costa Rica"", ""Comunidad Andina""]","[""Cullen International"", ""Secretariat for Public Innovation (SIP)"", ""ENACOM"", ""National Telecommunications Agency (Anatel)"", ""Innovation, Science and Economic Development (ISED)"", ""Undersecretariat of Telecommunications (Subtel)"", ""Ministry of information and communications technologies (MINTIC)"", ""Ministry of Science, Inovation, Technology and Telecommunications (MICITT)"", ""Telecommunications Superintendence (SUTEL)"", ""ITU (International Telecommunication Union)"", ""Andean Community (CAN)""]","[""Reguladores nacionales"", ""Operadores de satélites"", ""Operadores de servicios de telecomunicaciones"", ""Fabricantes de equipos"", ""Organismos internacionales"", ""Ingenieros profesionales""]","[""Asignación de espectro"", ""Tasas / fees"", ""Condiciones técnicas"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Satélites, Estaciones terrenas fijas, Servicios de comunicación satelital, ESIMs (Earth Stations In Motion).",9,Alta,3,12,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 al proporcionar un análisis comparativo de los marcos de licenciamiento y gestión del espectro para estaciones terrenas fijas en la región. Ofrece información valiosa sobre requisitos técnicos, administrativos y de coordinación internacional (UIT, CAN), así como modelos de asignación de espectro y tarifas. Esto puede informar la revisión y formulación de políticas y regulaciones de la ANE relacionadas con servicios satelitales, uso eficiente del espectro y la integración de nuevas tecnologías como las ESIMs, asegurando la armonización y competitividad regulatoria."
deebbf46180309727129,CTTELN20260003_Internet_of_things_regulation.pdf,Cullen International,pdf,Otros temas de seguimiento,Necesidades transversales,Regulación y asignación de recursos para servicios IoT en América,"[""IoT"", ""M2M"", ""Dispositivos inalámbricos"", ""Servicios móviles"", ""Dispositivos de corto alcance (SRD)""]","[""900 MHz"", ""2.4 GHz"", ""5.2–5.9 GHz"", ""433.05–434.79 MHz"", ""868.175–868.375 MHz"", ""915–928 MHz"", ""2400–2483.5 MHz"", ""5250–5350 MHz"", ""5470–5725 MHz"", ""5725–5850 MHz"", ""928–935 MHz"", ""ISM""]","[""Argentina"", ""Brasil"", ""Canadá"", ""Chile"", ""Colombia"", ""Costa Rica"", ""República Dominicana"", ""Ecuador"", ""México"", ""Paraguay"", ""Perú"", ""Estados Unidos"", ""América""]","[""Cullen International"", ""SeTIC"", ""Enacom"", ""Anatel"", ""Subtel"", ""ANE"", ""CRC"", ""Arcotel""]","[""Reguladores"", ""Proveedores de servicios IoT"", ""Operadores de telecomunicaciones""]","[""Asignación de espectro""]",Seguimiento,"Otros temas de seguimiento; tecnologías: IoT, M2M, Dispositivos inalámbricos, Servicios móviles; bandas: 900 MHz, 2.4 GHz, 5.2–5.9 GHz, 433.05–434.79 MHz.",10,Alta,3,13,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque aborda directamente la regulación de IoT, la gestión del espectro radioeléctrico y la asignación de recursos, temas centrales para la ANE. Menciona explícitamente a la ANE y sus estudios sobre espectro no licenciado y la necesidad de espectro para aplicaciones IoT críticas, proporcionando un benchmark regional y áreas de enfoque para futuras acciones regulatorias."
e880a403f907a90deeb0,CTTELN20260004_Digital_switchover_dates_and_use_of_the_digital_dividend.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Gestión del dividendo digital y reasignación de espectro para servicios móviles,"[""Digital Terrestrial Television (DTT)"", ""Mobile Broadband"", ""4G"", ""Wireless Local Area Networks (WLAN)"", ""Wireless Metropolitan Area Networks (WMAN)"", ""IMT (International Mobile Telecommunications)""]","[""700 MHz"", ""600 MHz"", ""UHF"", ""800 MHz"", ""12 GHz (12.2–12.7 GHz)""]","[""Brazil"", ""Dominican Republic"", ""US"", ""Canada"", ""Mexico"", ""Costa Rica"", ""Chile"", ""Argentina"", ""Colombia"", ""Ecuador""]","[""Cullen International"", ""IFT (Mexico)"", ""Anatel (Brazil)"", ""Subtel (Chile)"", ""MinTIC (Colombia)"", ""National Television Commission of Colombia"", ""ANE (Colombia)"", ""Indotel (Dominican Republic)"", ""Conatel (Ecuador)"", ""Arcotel (Ecuador)"", ""Asia-Pacific Telecommunity (APT)"", ""Asia-Pacific Telecommunity's Wireless Forum (AWF)"", ""WRC-15"", ""CBC (Canada)"", ""Vivo (Brazil)"", ""Claro (Brazil)"", ""TIM (Brazil)"", ""CTBC (Brazil)"", ""Winity (Brazil)"", ""Telefónica (Brazil)"", ""Bell (Canada)"", ""Rogers (Canada)"", ""Telus (Canada)"", ""Videotron (Canada)"", ""WOM (Chile)"", ""Entel (Chile)"", ""Movistar (Chile)"", ""Tigo (Colombia)"", ""Novator Partners (Colombia)"", ""Liberty (Costa Rica)""]","[""Reguladores"", ""Operadores móviles"", ""Radiodifusores"", ""Organismos internacionales"", ""Gobiernos"", ""Servicios de seguridad pública""]","[""Refarming"", ""Asignación de espectro"", ""Compartición de espectro"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Digital Terrestrial Television (DTT), Mobile Broadband, 4G, Wireless Local Area Networks (WLAN); bandas: 700 MHz, 600 MHz, UHF, 800 MHz.",10,Alta,3,13,"Este documento es de alta relevancia para la Agenda Regulatoria ANE 2027-2028 porque aborda directamente la gestión del espectro radioeléctrico, específicamente la liberación y reasignación de bandas clave (700 MHz y 600 MHz) para servicios móviles. Detalla el estado de la transición digital en la región, incluyendo a Colombia, y las decisiones regulatorias sobre planes de banda y procesos de adjudicación. Esta información es crucial para la planificación futura del espectro, la promoción de la conectividad y la armonización regional, temas fundamentales para la ANE."
a0c8741721864ac6bcb7,CTTELN20260016_National_broadband_plans.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Planes nacionales de banda ancha y conectividad,"[""Banda ancha"", ""4G"", ""5G"", ""Fibra óptica"", ""Satélites""]",[],"[""México"", ""Argentina"", ""Brasil"", ""Canadá"", ""Chile"", ""Colombia"", ""Costa Rica"", ""República Dominicana"", ""Ecuador"", ""Paraguay"", ""Perú"", ""Estados Unidos""]","[""Anatel"", ""CRTC"", ""ISED"", ""Subtel"", ""MinTIC"", ""FUTIC"", ""MICITT"", ""Indotel"", ""Mintel"", ""Arcotel"", ""ATDT"", ""MiTIC"", ""Conatel"", ""MTC"", ""PRONATEL"", ""NTIA"", ""FCC""]","[""Reguladores"", ""Gobiernos nacionales"", ""Gobiernos subnacionales"", ""Operadores de telecomunicaciones"", ""Sector privado"", ""Industria satelital"", ""Organismos de planificación""]","[""Otro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: Banda ancha, 4G, 5G, Fibra óptica.",9,Alta,3,12,"Este documento proporciona una visión general completa de las estrategias nacionales de banda ancha, los objetivos de cobertura y los enfoques regulatorios en varios países. Destaca cómo diferentes naciones abordan las brechas de conectividad, fomentan la inversión y despliegan infraestructura, incluyendo referencias a 4G y 5G. Esta información es muy valiosa para la evaluación comparativa, la identificación de mejores prácticas y la comprensión de las tendencias regionales en la política de telecomunicaciones y la gestión del espectro, informando directamente la agenda regulatoria de la ANE para 2027-2028, especialmente en lo que respecta a futuras asignaciones de espectro y objetivos de conectividad."
b16a6db6fc6065ad7ee1,CTTELN20260028_Infrastructure_and_network_sharing_by_mobile_operators.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Regulación y acuerdos de compartición de infraestructura y red móvil en América,"[""Redes móviles"", ""3G"", ""4G"", ""LTE"", ""MOCN""]","[""2.3 GHz"", ""3.5 GHz"", ""Espectro 4G""]","[""América"", ""Argentina"", ""Brasil"", ""Canadá"", ""Chile"", ""Colombia"", ""Costa Rica"", ""República Dominicana"", ""Ecuador"", ""México"", ""Paraguay"", ""Perú"", ""Estados Unidos"", ""Saskatchewan"", ""Lima"", ""Lambayeque""]","[""Cullen International"", ""Enacom"", ""Anatel"", ""CADE"", ""CRTC"", ""CRC"", ""Arcotel"", ""IFT"", ""MTC"", ""Telcel"", ""América Móvil"", ""FIBRA Sites"", ""Entel"", ""Integratel"", ""Telefónica"", ""TIM"", ""Vivo"", ""Claro"", ""Bell"", ""Telus"", ""SaskTel"", ""Rogers"", ""Vidéotron""]","[""Operadores móviles (MNOs)"", ""Reguladores"", ""Autoridades de competencia"", ""Empresas de torres"", ""Licenciatarios"", ""Operadores con poder significativo de mercado (SMP)""]","[""Compartición de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Redes móviles, 3G, 4G, LTE; bandas: 2.3 GHz, 3.5 GHz, Espectro 4G.",10,Alta,3,13,"Este documento proporciona un benchmark exhaustivo de enfoques regulatorios y acuerdos existentes sobre la compartición de infraestructura y espectro en América. Ofrece información valiosa sobre diferentes modelos (obligatorio vs. permitido, pasivo vs. activo, espectro separado vs. conjunto) y su implementación, incluyendo el rol del SMP. Esta información es crucial para que la ANE evalúe las tendencias regulatorias actuales, identifique mejores prácticas e informe decisiones sobre gestión del espectro, estrategias de despliegue de red y políticas de competencia para la agenda 2027-2028, especialmente en relación con la eficiencia del despliegue de 4G y futuras tecnologías."
cfd2ead54d8193e0edb5,FLGTBD20260001_Bangladesh_700_MHz_mobile_spectrum_auction_most_of_spectrum_.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Subasta de espectro móvil de 700 MHz en Bangladesh y desafíos regulatorios,"[""4G"", ""5G"", ""2G"", ""Mobile broadband""]","[""700 MHz"", ""1800 MHz"", ""2100 MHz"", ""2300 MHz"", ""2600 MHz"", ""800 MHz"", ""900 MHz"", ""3.5 GHz""]","[""Bangladesh"", ""Norway"", ""Asia-Pacific"", ""Malaysia"", ""Singapore"", ""Thailand"", ""ASEAN countries""]","[""Grameenphone"", ""Bangladesh Telecommunication Regulatory Commission (BTRC)"", ""Telenor"", ""Grameen Telecom"", ""GSM Association (GSMA)"", ""Robi (Axiata)"", ""Banglalink (VEON)"", ""Teletalk"", ""Always On Network"", ""Cullen International"", ""U Mobile"", ""Digital Nasional Berhad (DNB)"", ""YTL (Yes)"", ""Singtel"", ""M1"", ""Starhub"", ""AIS"", ""NT"", ""True"", ""DTAC""]","[""Reguladores"", ""Operadores móviles (MNOs)"", ""Asociaciones de la industria"", ""Proveedores de servicios de banda ancha"", ""Operadores estatales""]","[""Subasta""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 4G, 5G, 2G, Mobile broadband; bandas: 700 MHz, 1800 MHz, 2100 MHz, 2300 MHz.",10,Alta,3,13,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 al abordar la gestión del espectro, la asignación de bandas bajas (700 MHz), el despliegue de 5G, los desafíos regulatorios en subastas, la competencia de mercado y la importancia de un marco regulatorio predecible. Ofrece lecciones sobre la participación de operadores, la fijación de precios y el impacto de litigios en la disponibilidad del espectro, aspectos cruciales para la planificación futura de ANE."
1a5669a738fe9cfd2416,FLGTKR20260002_Korea_carriers_commit_to_universal_basic_mobile_data_access_.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Compromiso de operadores coreanos para acceso universal a datos móviles y planes 5G de bajo costo bajo la Ley de Inclusión Digital,"[""5G"", ""Wi-Fi"", ""LTE"", ""Intelligent Information Technologies""]",[],"[""Korea"", ""EU"", ""UK"", ""India""]","[""KT"", ""LG Uplus"", ""SK Telecom"", ""Ministry of Science and ICT (MSIT)"", ""National Assembly"", ""Cullen International"", ""European Commission"", ""BEREC"", ""Personal Information Protection Commission (PIPC)"", ""Coupang""]","[""Operadores móviles"", ""Reguladores"", ""Gobierno"", ""Organismos internacionales"", ""Plataformas de e-commerce""]","[""Otro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, Wi-Fi, LTE, Intelligent Information Technologies.",9,Alta,3,12,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 al abordar la extensión del servicio universal a datos móviles y la promoción de planes 5G asequibles, temas cruciales para la conectividad y la inclusión digital. Presenta un modelo regulatorio de Corea y comparaciones internacionales (UE, UK, India) sobre obligaciones de servicio universal, lo cual es valioso para la formulación de políticas. Además, menciona la actualización de infraestructura (Wi-Fi, 5G) y la regulación de ciberseguridad y protección de datos, aspectos interconectados con la gestión del espectro y las telecomunicaciones."
05ffea08cc5e59fb410a,FLGTNG20260001_Nigeria_commits_to_more_spectrum_for_both_terrestrial_and_no.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Desarrollo de la hoja de ruta del espectro de Nigeria para 2025-2030,"[""5G"", ""6G"", ""NTN"", ""Satélites"", ""IoT"", ""Wi-Fi"", ""WiGig"", ""IA"", ""Redes privadas"", ""Fixed Wireless Access (FWA)"", ""4G""]","[""6 GHz"", ""60 GHz"", ""700 MHz"", ""800 MHz"", ""900 MHz"", ""1.8 GHz"", ""2.1 GHz"", ""2.3 GHz"", ""2.6 GHz"", ""3.5 GHz"", ""Banda L"", ""Banda S"", ""Banda C"", ""Banda E"", ""banda Ka"", ""banda Ku"", ""450 MHz"", ""600 MHz"", ""1.5 GHz"", ""mmWave"", ""Banda Q"", ""Banda V""]","[""Nigeria""]","[""Nigerian Communications Commission (NCC)"", ""Cullen International"", ""MTN"", ""Airtel"", ""T2"", ""Mafab"", ""Glomobile""]","[""Reguladores"", ""Operadores móviles"", ""Industria satelital"", ""Organismos internacionales"", ""Fabricantes""]","[""Refarming"", ""Compartición de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, 6G, NTN, Satélites; bandas: 6 GHz, 60 GHz, 700 MHz, 800 MHz.",10,Alta,3,13,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028, ya que detalla una hoja de ruta de espectro de un regulador africano, abordando la gestión eficiente, la asignación de bandas clave (6 GHz, mmWave), la introducción de marcos de autorización general (spectrum sharing), el despliegue de 5G y la planificación para NTN. También menciona la preparación para la WRC-27 y la modernización regulatoria, temas cruciales para la planificación estratégica de la ANE."
30594960d6b209507d21,FLGTSG20260002_Singapore_future-proofs_its_telecom_deployments.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Modernización regulatoria para el despliegue de infraestructura de telecomunicaciones en Singapur,"[""Banda ancha fija (más de 10 Gbps)"", ""Redes móviles"", ""5G"", ""Cables Ethernet Cat 6"", ""Cables Ethernet Cat 7"", ""Cables Ethernet Cat 8"", ""Fibra oscura""]",[],"[""Singapur"", ""Hong Kong""]","[""Infocomm Media Development Authority (IMDA)"", ""Urban Redevelopment Authority (URA)"", ""Office of the Communications Authority (OFCA)"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles (MNOs)"", ""Propietarios/desarrolladores de edificios (BOs)"", ""Operadores de servicios públicos"", ""Industria de telecomunicaciones""]","[""Otro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Banda ancha fija (más de 10 Gbps), Redes móviles, 5G, Cables Ethernet Cat 6.",9,Alta,3,12,"El documento presenta un modelo regulatorio proactivo de Singapur para facilitar el despliegue de infraestructura de telecomunicaciones, esencial para el uso eficiente del espectro y la adopción de nuevas tecnologías. Detalla cómo un regulador aborda desafíos urbanos, la conectividad de alta velocidad y la coordinación intersectorial. Estas estrategias son directamente aplicables y valiosas para la ANE al formular su Agenda Regulatoria 2027-2028, especialmente en la promoción de la infraestructura digital y la gestión del espectro."
